index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Actual Production
3886,20-10-2019,Western,1341.76,1151.99,34.02,44.17,34.47,60.55,1410.25
3887,20-10-2019,Southern,612.5,453.79,46.77,47.5,84.88,94.38,744.15
3888,20-10-2019,Eastern,528.19,438.83,,,64.81,68.23,593
3889,20-10-2019,NorthEastern,35.47,28.83,,,26.91,11.26,62.38
3890,21-10-2019,Northern,711.29,532.82,30.72,35.35,157.27,160.46,899.28
3891,21-10-2019,Western,1341.76,1143.61,34.02,44.13,34.47,76.54,1410.25
3892,21-10-2019,Southern,613.5,447.17,46.77,47.63,84.88,132.52,745.15
3893,21-10-2019,Eastern,528.19,426.52,,,64.81,67.59,593
3894,21-10-2019,NorthEastern,35.47,28.38,,,26.91,10.57,62.38
3895,22-10-2019,Northern,714.33,523.8,30.72,35.17,157.27,155.74,902.32
3896,22-10-2019,Western,1341.76,1168.27,34.02,44.17,34.47,82.66,1410.25
3897,22-10-2019,Southern,613.5,440.54,46.77,51.34,84.88,154.61,745.15
3898,22-10-2019,Eastern,528.19,431.44,,,64.81,66.35,593
3899,22-10-2019,NorthEastern,35.47,29.13,,,26.91,11.35,62.38
3900,23-10-2019,Northern,714.33,527.15,30.72,34.16,157.27,158.47,902.32
3901,23-10-2019,Western,1337.94,1142.78,34.02,44.1,34.47,77.66,1406.43
3902,23-10-2019,Southern,613.5,422.36,46.77,61.65,84.88,142.68,745.15
3903,23-10-2019,Eastern,528.19,438.77,,,64.81,61.47,593
3904,23-10-2019,NorthEastern,35.47,33.08,,,26.91,10.85,62.38
3905,24-10-2019,Northern,714.33,524.94,30.72,35.43,157.27,155.07,902.32
3906,24-10-2019,Western,1337.94,1103.6,34.02,44.21,34.47,72.36,1406.43
3907,24-10-2019,Southern,613.5,405.3,46.77,61.86,84.88,136.76,745.15
3908,24-10-2019,Eastern,528.19,416.14,,,64.81,63.73,593
3909,24-10-2019,NorthEastern,35.47,32.92,,,26.91,10.54,62.38
3910,25-10-2019,Northern,714.26,533.61,30.72,32.58,157.27,152.57,902.25
3911,25-10-2019,Western,1337.94,1060.1,34.02,44.18,34.47,69.99,1406.43
3912,25-10-2019,Southern,613.5,399.42,46.77,61.99,84.88,141.52,745.15
3913,25-10-2019,Eastern,528.19,390.9,,,64.81,63.93,593
3914,25-10-2019,NorthEastern,35.47,31.49,,,26.91,10.95,62.38
3915,26-10-2019,Northern,714.26,513.71,30.72,30.62,157.27,150.46,902.25
3916,26-10-2019,Western,1337.94,981.09,34.02,43.3,34.47,62,1406.43
3917,26-10-2019,Southern,603.7,376.55,46.77,61.16,84.88,150.03,735.35
3918,26-10-2019,Eastern,528.19,372.94,,,64.81,64.09,593
3919,26-10-2019,NorthEastern,35.47,29.52,,,26.91,15.42,62.38
3920,27-10-2019,Northern,714.26,496.38,30.72,31.47,157.27,153.02,902.25
3921,27-10-2019,Western,1340.74,918.29,34.02,38.64,34.47,59.51,1409.23
3922,27-10-2019,Southern,603.7,333.01,46.77,61.07,84.88,140.29,735.35
3923,27-10-2019,Eastern,528.19,374.66,,,64.81,64.09,593
3924,27-10-2019,NorthEastern,35.47,30.46,,,26.91,18.28,62.38
3925,28-10-2019,Northern,716.91,452.11,30.72,35.11,157.27,143.97,904.9
3926,28-10-2019,Western,1340.74,905.77,34.02,38.63,34.47,64.34,1409.23
3927,28-10-2019,Southern,603.7,310.22,46.77,60.89,84.88,148.61,735.35
3928,28-10-2019,Eastern,528.19,382.96,,,64.81,68.18,593
3929,28-10-2019,NorthEastern,35.47,31.4,,,26.91,15.82,62.38
3930,29-10-2019,Northern,716.98,459.38,30.72,31.08,157.27,136.7,904.97
3931,29-10-2019,Western,1340.74,987.29,34.02,38.6,34.47,41,1409.23
3932,29-10-2019,Southern,603.7,322.37,46.77,60.87,84.88,150.42,735.35
3933,29-10-2019,Eastern,527.42,391.34,,,64.81,62.07,592.23
3934,29-10-2019,NorthEastern,35.47,34.29,,,26.91,15.76,62.38
3935,30-10-2019,Northern,716.98,490.32,30.72,30.97,157.27,138.88,904.97
3936,30-10-2019,Western,1340.74,1013.7,34.02,38.56,34.47,50.28,1409.23
3937,30-10-2019,Southern,603.7,341.24,46.77,61.97,84.88,156.15,735.35
3938,30-10-2019,Eastern,527.42,392.62,,,64.81,64.54,592.23
3939,30-10-2019,NorthEastern,35.47,35.45,,,26.91,15.42,62.38
3940,31-10-2019,Northern,716.98,514.54,30.72,32.28,157.27,138.37,904.97
3941,31-10-2019,Western,1340.74,1058.9,34.02,36.59,34.47,49.13,1409.23
3942,31-10-2019,Southern,603.7,341.38,46.77,61.82,84.88,161.89,735.35
3943,31-10-2019,Eastern,527.42,402.32,,,64.81,62.07,592.23
3944,31-10-2019,NorthEastern,35.47,34.75,,,26.91,14.93,62.38
3945,01-11-2019,Northern,678.04,531,30.83,34.09,117.75,140,826.62
3946,01-11-2019,Western,1302.91,1096.04,23.07,23.79,36.4,54.13,1362.38
3947,01-11-2019,Southern,580.74,356.7,67.23,61.48,64.27,163.37,712.24
3948,01-11-2019,Eastern,480.63,401.7,,,37.92,63.16,518.55
3949,01-11-2019,NorthEastern,35.52,34.95,,,18.37,12.94,53.89
3950,02-11-2019,Northern,678.04,534.6,30.83,35.19,117.75,136.6,826.62
3951,02-11-2019,Western,1302.91,1109.17,23.07,23.97,36.4,56.82,1362.38
3952,02-11-2019,Southern,580.74,376.99,67.23,53.42,64.27,168.61,712.24
3953,02-11-2019,Eastern,480.63,425.24,,,37.92,58.06,518.55
3954,02-11-2019,NorthEastern,35.52,34.68,,,18.37,12.39,53.89
3955,03-11-2019,Northern,678.15,514.18,30.83,35.4,117.75,136.31,826.73
3956,03-11-2019,Western,1302.91,1059.68,23.07,25.39,36.4,50.23,1362.38
3957,03-11-2019,Southern,580.74,361.95,67.23,61.62,64.27,154.31,712.24
3958,03-11-2019,Eastern,480.63,438.64,,,37.92,50.98,518.55
3959,03-11-2019,NorthEastern,35.52,35.4,,,18.37,12.19,53.89
3960,04-11-2019,Northern,668.86,546.36,30.83,35.13,117.75,136.41,817.44
3961,04-11-2019,Western,1302.91,1114.02,23.07,25.59,36.4,53.55,1362.38
3962,04-11-2019,Southern,580.74,398.19,67.23,61.61,64.27,165.73,712.24
3963,04-11-2019,Eastern,480.63,459.75,,,37.92,53.8,518.55
3964,04-11-2019,NorthEastern,35.52,35.88,,,18.37,11.59,53.89
3965,05-11-2019,Northern,668.86,542.79,30.83,35.44,117.75,138.45,817.44
3966,05-11-2019,Western,1300.35,1147.66,23.07,25.75,36.4,49.12,1359.82
3967,05-11-2019,Southern,580.74,446.18,67.23,59.46,64.27,147.46,712.24
3968,05-11-2019,Eastern,480.63,472.65,,,37.92,49.49,518.55
3969,05-11-2019,NorthEastern,35.52,36.12,,,18.37,11.37,53.89
3970,06-11-2019,Northern,670.82,537.9,30.83,36.48,117.75,130.75,819.4
3971,06-11-2019,Western,1300.35,1164.2,23.07,25.69,36.4,44.6,1359.82
3972,06-11-2019,Southern,580.74,481.58,67.23,56.84,64.27,135.04,712.24
3973,06-11-2019,Eastern,480.63,494.02,,,37.92,44.33,518.55
3974,06-11-2019,NorthEastern,35.52,35.04,,,18.37,12.19,53.89
3975,07-11-2019,Northern,670.82,506.62,30.83,35.49,117.75,135.34,819.4
3976,07-11-2019,Western,1300.35,1134.2,23.07,25.69,36.4,36.75,1359.82
3977,07-11-2019,Southern,571.91,483.72,67.23,55.82,64.27,110.97,703.41
3978,07-11-2019,Eastern,480.63,463.5,,,37.92,42.38,518.55
3979,07-11-2019,NorthEastern,35.52,33.98,,,18.37,11.84,53.89
3980,08-11-2019,Northern,657.39,490.89,30.83,35.31,117.75,134.79,805.97
3981,08-11-2019,Western,1315.13,1076.16,23.07,25.64,36.4,31.64,1374.6
3982,08-11-2019,Southern,571.91,477.8,67.23,55.77,64.27,119.56,703.41
3983,08-11-2019,Eastern,484.24,449.91,,,37.92,40.23,522.16
3984,08-11-2019,NorthEastern,34.95,33.48,,,18.37,11.33,53.32
3985,09-11-2019,Northern,657.39,485.72,30.83,35.56,117.75,136.86,805.97
3986,09-11-2019,Western,1315.13,1087.21,23.07,25.74,36.4,36.81,1374.6
3987,09-11-2019,Southern,576.09,441.54,67.23,55.86,64.27,150.24,707.59
3988,09-11-2019,Eastern,484.24,434.75,,,37.92,40.48,522.16
3989,09-11-2019,NorthEastern,34.95,34.17,,,18.37,11.12,53.32
3990,10-11-2019,Northern,647.61,482.93,30.83,35.67,117.75,134.04,796.19
3991,10-11-2019,Western,1290.39,1083.84,23.07,25.66,36.4,33.83,1349.86
3992,10-11-2019,Southern,576.09,421.66,67.23,55.79,64.27,127.48,707.59
3993,10-11-2019,Eastern,474.57,425.11,,,37.92,44.05,512.49
3994,10-11-2019,NorthEastern,34.95,32.83,,,18.37,11.79,53.32
3995,11-11-2019,Northern,647.61,502.18,30.83,35.66,117.75,134.44,796.19
3996,11-11-2019,Western,1290.39,1165.12,23.07,25.66,36.4,40.68,1349.86
3997,11-11-2019,Southern,576.09,459.99,67.23,55.83,64.27,128.26,707.59
3998,11-11-2019,Eastern,474.57,456.92,,,37.92,42.83,512.49
3999,11-11-2019,NorthEastern,34.95,33.87,,,18.37,11.6,53.32
4000,12-11-2019,Northern,646.97,504.9,30.83,35.53,117.75,133,795.55
4001,12-11-2019,Western,1289.69,1177.65,23.07,25.66,36.4,50.85,1349.16
4002,12-11-2019,Southern,576.09,502.55,67.23,56.01,64.27,109.79,707.59
4003,12-11-2019,Eastern,471.22,451.63,,,37.92,45.91,509.14
4004,12-11-2019,NorthEastern,34.95,35.47,,,18.37,10.99,53.32
4005,13-11-2019,Northern,646.97,517.88,30.83,35.53,117.75,131.79,795.55
4006,13-11-2019,Western,1289.69,1179.8,23.07,25.6,36.4,51.14,1349.16
4007,13-11-2019,Southern,576.09,528.67,67.23,56.14,64.27,89.23,707.59
4008,13-11-2019,Eastern,471.22,456.31,,,37.92,42.81,509.14
4009,13-11-2019,NorthEastern,34.95,35.14,,,18.37,10.26,53.32
4010,14-11-2019,Northern,646.97,515.12,30.83,35.47,117.75,130.02,795.55
4011,14-11-2019,Western,1289.69,1156.06,23.07,30.61,36.4,45.96,1349.16
4012,14-11-2019,Southern,576.09,549.56,67.23,56.22,64.27,97.87,707.59
4013,14-11-2019,Eastern,471.22,463.33,,,37.92,37.98,509.14
4014,14-11-2019,NorthEastern,34.95,35.05,,,18.37,10.38,53.32
4015,15-11-2019,Northern,642.8,503.53,30.83,35.59,117.75,131.65,791.38
4016,15-11-2019,Western,1276.96,1172.32,23.07,30.98,36.4,36.65,1336.43
4017,15-11-2019,Southern,586.65,538.57,67.23,57.19,64.27,96.49,718.15
4018,15-11-2019,Eastern,484.03,478.46,,,37.92,39.36,521.95
4019,15-11-2019,NorthEastern,34.95,36.01,,,18.37,10.34,53.32
4020,16-11-2019,Northern,642.8,492.35,30.83,36.09,117.75,133.95,791.38
4021,16-11-2019,Western,1280.76,1197.21,23.07,30.93,36.4,26.1,1340.23
4022,16-11-2019,Southern,586.65,501.18,67.23,57.09,64.27,93.21,718.15
4023,16-11-2019,Eastern,474.7,486.77,,,37.92,39.3,512.62
4024,16-11-2019,NorthEastern,34.95,35.46,,,18.37,9.84,53.32
4025,17-11-2019,Northern,642.8,477,30.83,35.67,117.75,135.33,791.38
4026,17-11-2019,Western,1283.32,1141.18,23.07,30.93,36.4,24.66,1342.79
4027,17-11-2019,Southern,586.65,461.26,67.23,57.13,64.27,77.02,718.15
4028,17-11-2019,Eastern,474.7,463.35,,,37.92,32.87,512.62
4029,17-11-2019,NorthEastern,34.95,34.29,,,18.37,10.02,53.32
4030,18-11-2019,Northern,640.72,487.89,30.83,35.66,117.75,131.29,789.3
4031,18-11-2019,Western,1283.32,1214.7,23.07,31.05,36.4,35.04,1342.79
4032,18-11-2019,Southern,586.65,501.93,67.23,57.21,64.27,95.75,718.15
4033,18-11-2019,Eastern,474.7,494.38,,,37.92,37.52,512.62
4034,18-11-2019,NorthEastern,34.95,32.56,,,18.37,9.72,53.32
4035,19-11-2019,Northern,644.14,502.3,30.83,35.84,117.75,132.69,792.72
4036,19-11-2019,Western,1280.76,1228.7,23.07,31.16,36.4,51.18,1340.23
4037,19-11-2019,Southern,586.65,514.56,67.23,57.08,64.27,100.36,718.15
4038,19-11-2019,Eastern,478.05,512.93,,,37.92,38.55,515.97
4039,19-11-2019,NorthEastern,34.95,36.23,,,18.37,10.16,53.32
4040,20-11-2019,Northern,644.14,519.52,30.83,35.76,117.75,126.63,792.72
4041,20-11-2019,Western,1280.76,1224.93,23.07,31.18,36.4,53.32,1340.23
4042,20-11-2019,Southern,590.29,503.77,67.23,56.09,64.27,98.9,721.79
4043,20-11-2019,Eastern,478.05,506.26,,,37.92,38.45,515.97
4044,20-11-2019,NorthEastern,34.95,37.15,,,18.37,13.9,53.32
4045,21-11-2019,Northern,644.14,514.53,30.83,35.78,117.75,123.82,792.72
4046,21-11-2019,Western,1280.76,1243.76,23.07,31.02,36.4,47.1,1340.23
4047,21-11-2019,Southern,590.29,501.12,67.23,55.82,64.27,94.03,721.79
4048,21-11-2019,Eastern,478.05,477.12,,,37.92,35.37,515.97
4049,21-11-2019,NorthEastern,34.95,36.76,,,18.37,9.62,53.32
4050,22-11-2019,Northern,644.89,519.39,30.83,35.64,117.75,123.34,793.47
4051,22-11-2019,Western,1280.76,1254.98,23.07,31.07,36.4,44.23,1340.23
4052,22-11-2019,Southern,590.29,508.13,67.23,56.31,64.27,92.83,721.79
4053,22-11-2019,Eastern,478.05,474.62,,,37.92,35.15,515.97
4054,22-11-2019,NorthEastern,34.95,37.59,,,18.37,9.43,53.32
4055,23-11-2019,Northern,656.52,516.12,30.83,35.8,117.75,125.38,805.1
4056,23-11-2019,Western,1280.76,1188.72,23.07,31.04,36.4,49.98,1340.23
4057,23-11-2019,Southern,590.29,493.02,67.23,56.39,64.27,82.14,721.79
4058,23-11-2019,Eastern,478.05,477.91,,,37.92,30.98,515.97
4059,23-11-2019,NorthEastern,34.95,36.74,,,18.37,9.79,53.32
4060,24-11-2019,Northern,656.16,490.66,30.83,35.77,117.75,127.08,804.74
4061,24-11-2019,Western,1280.76,1162.38,23.07,31.04,36.4,40.14,1340.23
4062,24-11-2019,Southern,590.29,465.62,67.23,56.47,64.27,72.22,721.79
4063,24-11-2019,Eastern,474.7,472.58,,,37.92,84.04,512.62
4064,24-11-2019,NorthEastern,34.95,35.79,,,18.37,9.49,53.32
4065,25-11-2019,Northern,652.41,517.42,30.83,35.64,117.75,130.56,800.99
4066,25-11-2019,Western,1280.76,1205.14,23.07,31.03,36.4,45.13,1340.23
4067,25-11-2019,Southern,590.29,482.87,67.23,56.24,64.27,86.83,721.79
4068,25-11-2019,Eastern,474.7,485.56,,,37.92,30.36,512.62
4069,25-11-2019,NorthEastern,34.95,36.5,,,18.37,8.95,53.32
4070,26-11-2019,Northern,659.61,507.15,30.83,35.7,117.75,128.9,808.19
4071,26-11-2019,Western,1277.76,1245.35,23.07,31.03,36.4,43.64,1337.23
4072,26-11-2019,Southern,603.49,482.34,67.23,56.36,64.27,80.17,734.99
4073,26-11-2019,Eastern,474.7,469.71,,,37.92,28.5,512.62
4074,26-11-2019,NorthEastern,34.95,35.15,,,18.37,9.25,53.32
4075,27-11-2019,Northern,659.61,495.91,30.83,35.69,117.75,128.48,808.19
4076,27-11-2019,Western,1277.76,1223.5,23.07,30.98,36.4,41.61,1337.23
4077,27-11-2019,Southern,599.49,478.34,67.23,57,64.27,88.46,730.99
4078,27-11-2019,Eastern,474.7,467.05,,,37.92,24.12,512.62
4079,27-11-2019,NorthEastern,34.95,35.67,,,18.37,9.13,53.32
4080,28-11-2019,Northern,659.61,469.23,30.83,32.74,117.75,137.58,808.19
4081,28-11-2019,Western,1277.76,1213.71,23.07,30.94,36.4,42.64,1337.23
4082,28-11-2019,Southern,599.49,469.19,67.23,60.93,64.27,84,730.99
4083,28-11-2019,Eastern,474.7,466.69,,,37.92,26.02,512.62
4084,28-11-2019,NorthEastern,34.95,35.43,,,18.37,9.26,53.32
4085,29-11-2019,Northern,659.97,464.07,30.83,35.92,117.75,133.25,808.55
4086,29-11-2019,Western,1277.76,1229.02,23.07,31.07,36.4,48.26,1337.23
4087,29-11-2019,Southern,599.49,476.32,67.23,61.33,64.27,88.87,730.99
4088,29-11-2019,Eastern,478.2,466.84,,,37.92,32.55,516.12
4089,29-11-2019,NorthEastern,34.95,36.08,,,18.37,9.04,53.32
4090,30-11-2019,Northern,659.97,457.33,30.83,35.94,117.75,130.02,808.55
4091,30-11-2019,Western,1273.55,1218.82,23.07,30.9,36.4,53.11,1333.02
4092,30-11-2019,Southern,599.49,483.8,67.23,54.82,64.27,81.41,730.99
4093,30-11-2019,Eastern,478.2,467.16,,,37.92,30.39,516.12
4094,30-11-2019,NorthEastern,34.95,34.05,,,18.37,9.1,53.32
4095,01-12-2019,Northern,637.62,441.19,30.72,34.13,104.8,128.33,773.14
4096,01-12-2019,Western,1272.14,1195.03,23.02,25.52,33.35,42.98,1328.51
4097,01-12-2019,Southern,604.03,436.72,67.16,60.59,59.11,85.77,730.3
4098,01-12-2019,Eastern,470.22,456.47,,,25.63,26.69,495.85
4099,01-12-2019,NorthEastern,34.92,35.75,,,14.6,8.76,49.52
4100,02-12-2019,Northern,637.72,472.56,30.72,30.47,104.8,128.64,773.24
4101,02-12-2019,Western,1272.14,1177.91,23.02,25.51,33.35,58.84,1328.51
4102,02-12-2019,Southern,604.03,454.7,67.16,50.72,59.11,83.6,730.3
4103,02-12-2019,Eastern,464.6,472.86,,,25.63,29.95,490.23
4104,02-12-2019,NorthEastern,34.92,37.5,,,14.6,9.13,49.52
4105,03-12-2019,Northern,637.72,482.41,30.72,30.53,104.8,124.31,773.24
4106,03-12-2019,Western,1269.64,1197.56,23.02,28.16,33.35,46.76,1326.01
4107,03-12-2019,Southern,604.03,436.23,67.16,52.13,59.11,78.85,730.3
4108,03-12-2019,Eastern,464.6,488.24,,,25.63,23.97,490.23
4109,03-12-2019,NorthEastern,35.44,36.69,,,14.6,8.13,50.04
4110,04-12-2019,Northern,639.36,493.6,30.72,30.31,104.8,127.65,774.88
4111,04-12-2019,Western,1269.64,1211.65,23.02,30.82,33.35,53.16,1326.01
4112,04-12-2019,Southern,604.03,437.85,67.16,52.52,59.11,66.78,730.3
4113,04-12-2019,Eastern,467.64,474.32,,,25.63,25.4,493.27
4114,04-12-2019,NorthEastern,35.44,35.49,,,14.6,8.29,50.04
4115,05-12-2019,Northern,639.36,486.08,30.72,34.86,104.8,131.49,774.88
4116,05-12-2019,Western,1269.64,1227.03,23.02,30.77,33.35,58.76,1326.01
4117,05-12-2019,Southern,613.81,452.38,67.16,57.63,59.11,76.03,740.08
4118,05-12-2019,Eastern,467.64,480.52,,,25.63,18.06,493.27
4119,05-12-2019,NorthEastern,35.44,35.2,,,14.6,8.39,50.04
4120,06-12-2019,Northern,639.36,492.56,30.72,31.34,104.8,130.09,774.88
4121,06-12-2019,Western,1269.64,1226.46,23.02,30.97,33.35,54.82,1326.01
4122,06-12-2019,Southern,613.81,467.99,67.16,59.25,59.11,81.8,740.08
4123,06-12-2019,Eastern,486.52,475.91,,,25.63,25.63,512.15
4124,06-12-2019,NorthEastern,35.44,37.5,,,14.6,8.05,50.04
4125,07-12-2019,Northern,639.36,497.53,30.72,26.8,104.8,128.78,774.88
4126,07-12-2019,Western,1269.64,1180.16,23.02,31.05,33.35,58.55,1326.01
4127,07-12-2019,Southern,613.81,449.02,67.16,59.51,59.11,88.43,740.08
4128,07-12-2019,Eastern,486.52,475.01,,,25.63,23.74,512.15
4129,07-12-2019,NorthEastern,35.44,36.51,,,14.6,8.02,50.04
4130,08-12-2019,Northern,639.36,482.98,30.72,25.66,104.8,131.35,774.88
4131,08-12-2019,Western,1269.64,1160.9,23.02,30.95,33.35,47.98,1326.01
4132,08-12-2019,Southern,613.81,420.92,67.16,59.49,59.11,83.58,740.08
4133,08-12-2019,Eastern,486.52,458.64,,,25.63,30.36,512.15
4134,08-12-2019,NorthEastern,35.44,34.39,,,14.6,7.98,50.04
4135,09-12-2019,Northern,641.66,507.81,30.72,25.62,104.8,131.4,777.18
4136,09-12-2019,Western,1269.64,1265.63,23.02,30.95,33.35,61.26,1326.01
4137,09-12-2019,Southern,613.81,455.56,67.16,58.43,59.11,94.46,740.08
4138,09-12-2019,Eastern,486.52,449.2,,,25.63,41.88,512.15
4139,09-12-2019,NorthEastern,35.44,37.96,,,14.6,7.83,50.04
4140,10-12-2019,Northern,632.96,530.27,30.72,31.08,104.8,126.37,768.48
4141,10-12-2019,Western,1269.64,1279.9,23.02,28.99,33.35,55.78,1326.01
4142,10-12-2019,Southern,613.81,490,67.16,58.31,59.11,89.13,740.08
4143,10-12-2019,Eastern,490.61,472.14,,,25.63,40.9,516.24
4144,10-12-2019,NorthEastern,35.44,39.26,,,14.6,7.81,50.04
4145,11-12-2019,Northern,632.96,547.47,30.72,31.19,104.8,127.84,768.48
4146,11-12-2019,Western,1269.64,1303.91,23.02,29.02,33.35,49.91,1326.01
4147,11-12-2019,Southern,609.81,517.19,67.16,58.51,59.11,81.81,736.08
4148,11-12-2019,Eastern,487.61,495.95,,,25.63,35.3,513.24
4149,11-12-2019,NorthEastern,35.44,36.96,,,14.6,8.65,50.04
4150,12-12-2019,Northern,632.96,524.95,30.72,31.2,104.8,124.17,768.48
4151,12-12-2019,Western,1269.64,1276.76,23.02,29.11,33.35,40.24,1326.01
4152,12-12-2019,Southern,622.71,519.08,67.16,58.5,59.11,72.36,748.98
4153,12-12-2019,Eastern,487.61,495.2,,,25.63,33.13,513.24
4154,12-12-2019,NorthEastern,35.44,33.51,,,14.6,7.89,50.04
4155,13-12-2019,Northern,636.75,444.66,30.72,30.39,104.8,129.37,772.27
4156,13-12-2019,Western,1269.64,1217.18,23.02,27.55,33.35,35.05,1326.01
4157,13-12-2019,Southern,627.34,504.79,67.16,58.37,59.11,76.02,753.61
4158,13-12-2019,Eastern,487.61,464.6,,,25.63,33.3,513.24
4159,13-12-2019,NorthEastern,35.44,28.24,,,14.6,7.93,50.04
4160,14-12-2019,Northern,628.64,467.18,30.72,31.29,104.8,129.83,764.16
4161,14-12-2019,Western,1269.64,1230.67,23.02,30.76,33.35,46.74,1326.01
4162,14-12-2019,Southern,624.03,497.24,67.16,58.63,59.11,73.6,750.3
4163,14-12-2019,Eastern,487.61,477.59,,,25.63,23.63,513.24
4164,14-12-2019,NorthEastern,35.44,29.33,,,14.6,7.68,50.04
4165,15-12-2019,Northern,626.8,451.08,30.72,35.19,104.8,121.14,762.32
4166,15-12-2019,Western,1283.14,1149.71,23.02,30.78,33.35,36.09,1339.51
4167,15-12-2019,Southern,624.03,471.65,67.16,48.93,59.11,64.95,750.3
4168,15-12-2019,Eastern,487.61,463.7,,,25.63,24.33,513.24
4169,15-12-2019,NorthEastern,35.44,27.69,,,14.6,7.42,50.04
4170,16-12-2019,Northern,646.42,473.89,30.72,35.31,104.8,122.52,781.94
4171,16-12-2019,Western,1282.46,1168.15,34.02,30.78,33.35,44.06,1349.83
4172,16-12-2019,Southern,630.85,474.17,67.16,45.41,59.11,80.61,757.12
4173,16-12-2019,Eastern,487.61,477.76,,,25.63,27.61,513.24
4174,16-12-2019,NorthEastern,35.44,28.17,,,14.6,7.34,50.04
4175,17-12-2019,Northern,646.42,497.25,30.72,35.44,104.8,117.26,781.94
4176,17-12-2019,Western,1282.46,1196.45,34.02,30.75,33.35,37.64,1349.83
4177,17-12-2019,Southern,630.85,480.87,67.16,45.42,59.11,77.71,757.12
4178,17-12-2019,Eastern,487.61,480.24,,,25.63,29.74,513.24
4179,17-12-2019,NorthEastern,35.44,29.37,,,14.6,7.13,50.04
4180,18-12-2019,Northern,650.57,521.85,30.72,35.59,104.8,118.37,786.09
4181,18-12-2019,Western,1282.46,1227.56,34.02,30.79,33.35,45.61,1349.83
4182,18-12-2019,Southern,630.85,509.82,67.16,46.3,59.11,81.16,757.12
4183,18-12-2019,Eastern,487.61,486.96,,,25.63,33.44,513.24
4184,18-12-2019,NorthEastern,35.44,33.7,,,14.6,7.43,50.04
4185,19-12-2019,Northern,673.5,538.82,30.72,35.57,104.8,115.51,809.02
4186,19-12-2019,Western,1283.14,1270.86,34.02,30.68,33.35,46.96,1350.51
4187,19-12-2019,Southern,630.85,519.6,67.16,46.54,59.11,73.71,757.12
4188,19-12-2019,Eastern,487.61,490.95,,,25.63,32.3,513.24
4189,19-12-2019,NorthEastern,35.44,35.27,,,14.6,7.5,50.04
4190,20-12-2019,Northern,675.92,555.64,30.72,35.74,104.8,114.98,811.44
4191,20-12-2019,Western,1266.45,1313.94,34.02,30,33.35,48,1333.82
4192,20-12-2019,Southern,630.85,546.03,67.16,46.42,59.11,87.21,757.12
4193,20-12-2019,Eastern,487.65,497.85,,,25.63,35.11,513.28
4194,20-12-2019,NorthEastern,35.44,37.92,,,14.6,7.29,50.04
4195,21-12-2019,Northern,676.3,534.94,30.72,35.4,104.8,121.51,811.82
4196,21-12-2019,Western,1280.89,1288.91,34.02,28.73,33.35,44.02,1348.26
4197,21-12-2019,Southern,630.85,520.08,67.16,46.32,59.11,72.62,757.12
4198,21-12-2019,Eastern,483.8,495.35,,,25.63,30.69,509.43
4199,21-12-2019,NorthEastern,35.44,35.17,,,14.6,7.3,50.04
4200,22-12-2019,Northern,676.3,526.88,30.72,35.57,104.8,114.97,811.82
4201,22-12-2019,Western,1280.89,1210.92,34.02,29.94,33.35,41.77,1348.26
4202,22-12-2019,Southern,630.85,506.9,67.16,46.39,59.11,66.43,757.12
4203,22-12-2019,Eastern,483.8,464.07,,,25.63,26.79,509.43
4204,22-12-2019,NorthEastern,35.44,35.21,,,14.6,7.13,50.04
4205,23-12-2019,Northern,676.3,556.7,30.72,35.54,104.8,122,811.82
4206,23-12-2019,Western,1280.89,1264.7,34.02,30.22,33.35,52.95,1348.26
4207,23-12-2019,Southern,630.85,543.02,67.16,46.23,59.11,91.83,757.12
4208,23-12-2019,Eastern,479.85,466.78,,,25.63,31.61,505.48
4209,23-12-2019,NorthEastern,35.44,31.12,,,14.6,7.85,50.04
4210,24-12-2019,Northern,676.3,576.51,30.72,36.44,104.8,119.63,811.82
4211,24-12-2019,Western,1280.89,1298.92,34.02,30.32,33.35,51.22,1348.26
4212,24-12-2019,Southern,630.85,553.94,67.16,46.25,59.11,89.58,757.12
4213,24-12-2019,Eastern,479.85,478.71,,,25.63,26.69,505.48
